	P3	P5	P7	P11	P13	P14	P16	P17	P19	P22	P24	P27	P30	P34	P39	P43	P52	P53	1148190	1160611	1165043	1165731	1175987	1205142	1232209	1232597	1247392	1258650	1261934	1273598	P2	P4	P9	P15	P18	P20	P21	P23	P25	P26	P33	P40	P45	P50	1161524	1185692	1243837	1313158	1337883	1338283	1398479	1406645	1432057	963764	P1	P12	P35	P37	P41	1161135	1391882	1397993	P36	P42	P51	1293013	1411462	rd_P4_T1	rd_P5_T1	rd_P7_T1	rd_P9_T1	rd_P10_T1	rd_P11_T1	rd_P1_T1	rd_P2_T1	rd_P3_T1	rd_P6_T1	rd_P8_T1	rd_P12_T1	rd_P13_T1	rd_P14_T1	F4	F8	F9	F81	F89_342952	F92_340410	F172	F177
KEGG_ARACHIDONIC_ACID_METABOLISM	0	0	0	0	-0.869565217	0	0	-0.769230769	0	0	0	0	-0.233516483	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	-0.53030303	0	0	-0.53030303	0	0	0	2.505760369	0	0	0	0.178571429	0	0	0.161290323	0	0	0	0	0	0	0.535714286	0	0	0	-0.769230769	0	0	0.161290323	0	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	-0.769230769	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_LINOLEIC_ACID_METABOLISM	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.419354839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	-0.53030303	0	0	0	0	0	0	0
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_SPHINGOLIPID_METABOLISM	-0.233516483	0	0	-0.769230769	0	0.535714286	0	-0.769230769	0	0	0	0	0	0	0	0	0	-0.869565217	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0.454990216	0	0	0	1.342165899	0.535714286	0	0	0	1.342165899	0	0	0	0	0	0	0	0	0	0	0	-1.324786325	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.412172157	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276148583	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.612903226	0.892857143	0	0	0	0	0	1.054147466	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	-1.740052185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_RIBOFLAVIN_METABOLISM	0	0	-0.769230769	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70754717	0	0	0	0	0	0
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	-0.326086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0.892857143	0	0	0	0	0	0.806451613	-0.326086957	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	-0.930232558	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0	0	0	0	0	0	0	0	0	0	0	0	-0.273972603	0	0	-0.326086957	0	0.432098765	0	0.432098765	0	0	0	0	0	0	0	0	0	0	0	0	0.432098765	0	0	0	1.324955908	0	0	0.943396226	0	0.943396226	0	-0.273972603	0	0.892857143	0	0	0	0	0	0.943396226	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0	0	0	0	0	-0.869565217	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	-0.546256847	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70754717	0	0	0	0	0	0
KEGG_BASAL_TRANSCRIPTION_FACTORS	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.060240964	-0.639534884	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0.694476017	0	0	0	0	1.612903226	0	1.699308756	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	-1.638795986	0	0	0	0	0.806451613	-0.869565217	0	0	-0.869565217	0	0	0	0	0.161290323	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_NON_HOMOLOGOUS_END_JOINING	0.535714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0.346475508	0	0	0	0.535714286	0	0	0.714285715	0	0	0	0	0	0	0	0	0	0	0	0	0.985023042	0.535714286	0	0	0	0	0	0	0	0	0	0	0	-0.909090909	-0.769230769	0	0.178571429	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0.178571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.273972603	0	0	0	0	0	0	-0.058139535	0	0	0	0	-0.326086957	0.806451613	0	0	0	0	0	0	0	0.806451613	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_LYSOSOME	-1.195652174	0	0	0	0.161290323	-1.937963767	0	0.535714286	0	0.161290323	-0.869565217	0	-0.0902184229999999	0	0	-0.164796634	-0.309734513	0	-0.309734513	0	0	-0.326086957	0	0	0	0	0	0	0.064102564	0	0.398306574	0	0.161290323	0	0.064102564	0	6.709855441	0	0	0	0.697004609	0.697004609	0	5.15735515	0	0	0	0	0	0	0	0	0	0.535714286	0	0	0	0.118624947	-0.63582147	0	1.485463959	0	0	0	0	0	0.925925926	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0.535714286	0	-1.005079826	0	0.806451613	0
KEGG_CARDIAC_MUSCLE_CONTRACTION	0	-1.678321678	0	0	0	0.432098765	0	0	0	0.535714286	0	-0.147515528	0	0	0	-1.718530991	0	-0.769230769	-0.53030303	0	0	0	0	0	0	0	0	-0.151515152	-0.769230769	0	0	0	0.806451613	0	0	0	4.562756683	0	0	0	0	0.178571429	0.535714286	1.966610887	0	0	0.178571429	0	0	0.535714286	0	0	0	0	0.806451613	-0.326086957	0	2.02815826	-0.769230769	0.178571429	-0.060240964	0.806451613	0	0	0	0	0.037220844	0	0	0	0	0	0	0	0.384199134	0	0	0	0	0	0	0	0.432098765	0	0.535714286	-0.53030303	0.535714286	0	0.161290323
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	-0.309734513	0	-0.309734513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.699308756	0.806451613	0.806451613	0.806451613	0.161290323	0	0	0.806451613	0.892857143	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0.161290323	-0.309734513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995130858	0	0	0	0	0	0.161290323	1.612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	-0.769230769	0	0
KEGG_TASTE_TRANSDUCTION	0	0	0	-0.869565217	-0.708274894	-0.348837209	0	0.161290323	-0.909090909	0	-0.058139535	-0.909090909	0	0	0	-0.326086957	0	-1.538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0.967741936	0.467236374	0.599838969	-0.058139535	-0.058139535	-0.058139535	0	0	0.925925926	0	0	0	0	0	0	0	0	0	0	-0.607940446	-0.326086957	-0.058139535	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	-0.348837209	0	0.161290323	-0.708274894	0	0	0	0	0	0	-0.769230769	0	0	0	-0.326086957	0.103150788	0	0	0
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0	0	0	0	0	0	0	-0.869565217	0	0.161290323	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	-0.769230769	0	0	0	0	0	0	0	1.882424509	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098176719	-0.769230769	0	0	0	0	0	0	-0.769230769	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0	0	0	-0.175841681	0	-1.005079826	0	0	0	0	0	0	-0.326086957	0.648854962	-0.555555556	-0.769230769	0	0	0	0	0	-0.869565217	0	0	0	0	-0.869565217	0	0	0	0	0.161290323	0	0	0	0	3.477963731	0	0	0	0	0.178571429	0	0.328849504	0	0	0	0	0	0	0.648854962	1.184569248	0	0	0	0	-0.869565217	-0.101447463	-0.769230769	0	0	-0.151515152	0	0.654936461	0	0	0.161290323	0	0	0	0	0	-0.063113604	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.151515152	0	0
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0	0	0	0	-0.014513788	-0.708274894	-0.769230769	0	-0.769230769	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	-0.869565217	0	0	0	-0.869565217	0	0	0	0	0	0	0.892857143	0.754716981	0	0	0	0	0.697004609	0	-0.555555556	0	0.754716981	1.054147466	0	0	0	0	0.892857143	0	0	0	0	0	0.037220844	0.892857143	0	-1.638795986	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0	0	0	0	-0.869565217	0	0.892857143	0	0	0	0
KEGG_PRIMARY_IMMUNODEFICIENCY	0	0	0	0	0	-0.769230769	0	-0.158730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.592976618	-0.484817116	-0.158730159	0	-0.158730159	0	0	2.354497355	0	0	0	0	0	0	0	0	0	0.679012346	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.058139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0	-2.005119064	-0.326797386	0	-0.326797386	-1.411729976	-0.53030303	-0.769230769	-0.165507063	-0.188191438	-0.326797386	-0.916746297	0	0	-0.141612201	-2.045328377	0	-1.235888295	-0.857100416	-0.909090909	0	-0.326797386	-0.326797386	-0.141612201	0	0	0	-0.478312538	-0.326797386	0	0	0	0.479654227	0	0	0.339861752	6.406181404	0	0.479654227	-0.141612201	0.479654227	0.178571429	0.2089169	1.152436221	0	0	-0.148225957	0	0.161290323	0.535714286	0.161290323	0	0	0.185185185	0.479654227	-0.652884343	0.479654227	1.683040415	-0.769230769	-0.148225957	-0.060240964	0.806451613	0	0	-0.584045584	0.185185185	0.806451613	0	0	0	0	0.019678122	0.185185185	0	0.384199134	0	0	0.185185185	-0.326797386	0	-0.326797386	0	0.105301379	0	0.2089169	-0.510624908	0.535714286	0	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0	-1.678321678	0	-0.158730159	-0.769230769	-1.675761514	-0.53030303	-0.927960928	-1.095317726	-0.188191438	0	-0.916746297	-0.158730159	0	-0.742775743	-2.336246608	0	-0.909090909	0	-0.909090909	0	0	0	0.185185185	0	0	0.161290323	0	0	0	0	0	0.806451613	0	0	0.339861752	4.478913898	0	0.806451613	0.185185185	0.806451613	0.178571429	0.535714286	0.2504584	0	0	0.01984127	-0.158730159	0.002560164	0.535714286	0.161290323	0	-0.158730159	0.346475508	0.806451613	-0.326086957	0.806451613	-0.836444541	-1.538461538	-0.59065934	0	0.496206302	0.002560164	-0.151515152	-0.584045584	0.185185185	0.806451613	0	0	0	0	-0.138341608	0.185185185	0	0.535714286	0	0	0.185185185	0	0	0	0	0	0	0.535714286	0.346475508	0.225468975	0	-0.158730159
KEGG_DILATED_CARDIOMYOPATHY	0	-2.005119064	-0.326797386	0	-0.326797386	-1.411729976	-0.53030303	-0.607940446	-1.03507228	-0.188191438	-0.326797386	-0.916746297	0	0	-0.141612201	-2.045328377	0	-1.235888295	-0.857100416	-0.909090909	0	-0.326797386	-1.196362603	-0.141612201	0	0	0	-0.478312538	-0.326797386	0	0	0	1.28610584	0	0	0.161290323	5.495158195	0	0.479654227	-0.141612201	0.479654227	0.178571429	0.2089169	1.152436221	0	0	-0.148225957	0	0.161290323	0.535714286	0.161290323	0	0	0.185185185	-0.289576542	-0.652884343	-0.289576542	1.683040415	-0.769230769	-0.148225957	-0.060240964	0.806451613	0	0	-0.584045584	0.185185185	0.806451613	0	0	0	0	0.019678122	0.346475508	0	0.384199134	0	0	-0.684380032	-0.326797386	0	-0.326797386	0	0.105301379	0	0.2089169	-0.40747412	0.535714286	0	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0	0	0	-0.773021477	0	0.161290323	-0.769230769	0	0	0.161290323	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0.967741936	1.732377539	0	0	0	0	0	0	3.576477093	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.577840111	0	0.806451613	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	0	0	0	0	0	-0.607940446	0	0	0	0.161290323	0	0.178571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.147515528	0	0	0	0	0	0	1.612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.326086957	0	0.806451613	0	-0.943396226	0	0	0	0	-0.769230769	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0.806451613	0	0	0	0	0	0	0.432098765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.326086957	0	0	0	0	0
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0	0	0	0.185185185	0	-0.769230769	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720899471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	-0.869565217	0	0	0	0	0	0	0	-1.638795986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70754717	0	0	0.593389088	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GALACTOSE_METABOLISM	0	0	0	0.185185185	0	0	0	0	0	0	0	0	0.679012346	0	0.161290323	0	0	0	0	0	0	0	0	-0.909090909	0	0	0	0	0	0	0	0	0	0	0	0.161290323	1.670649144	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.408231449	0	-0.909090909	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0	0	0	0	0	-0.769230769	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_FATTY_ACID_METABOLISM	0	0	0	-0.53030303	-0.869565217	0	-0.769230769	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0.806451613	1.893667862	0	0	0.161290323	1.146313365	0	0	0.967741936	0	0	0	0	0	0.806451613	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	-0.769230769	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0
KEGG_STEROID_BIOSYNTHESIS	0	0	0	-0.769230769	0	0.535714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.774193549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_STEROID_HORMONE_BIOSYNTHESIS	-0.769230769	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0.504801773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185185185	0	0	0.161290323	0.806451613	0	0	0	0	0	0	0	0	0	0.178571429	0	0	0.161290323	0	0	0.967741936	0	0	0	0	0	0.161290323	0	0	0	0.161290323	0	0	0	0	0.161290323	0	0	0.185185185	0	0	0	0	0	0	-0.53030303	0	0	0	0	0	0	0
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.909090909	0	0	0	0	-1.551336672	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.261171625	0	0	0	0	0	0	0.967741936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3347535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.151515152	0	0	0	0.806451613	0	0.161290323	0	-0.909090909	0	0	0	0	0	0
