gene	TCGA-DD-A1EC-01A	TCGA-DD-A113-01A	TCGA-CC-5263-01A	TCGA-DD-A3A4-01A	TCGA-5R-AA1D-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EH-01A	TCGA-DD-AAVY-01A	TCGA-ZP-A9D2-01A	TCGA-CC-5260-01A	TCGA-MI-A75H-01A	TCGA-DD-A4NF-01A	TCGA-DD-A1EF-01A	TCGA-DD-AACW-01A	TCGA-ED-A8O5-01A	TCGA-DD-A1EA-01A	TCGA-G3-AAV5-01A	TCGA-5R-AA1C-01A	TCGA-BC-A10Q-01A	TCGA-DD-AAVS-01A
MIA2	-1.46795558125031	0.203162738371889	-0.545378620643634	0.960813138499502	-1.71501171429319	0.742469739679835	0.993552431745302	0.384892241218806	0.139092249230628	-0.865819147837349	-1.07803962470254	-0.172254759552654	1.17513855517374	0.351221035701531	1.17619608011647	1.1531114627268	-1.7929348036274	0.931127850830797	-0.802044649586377	0.228661378198171
DSE	1.01322343908591	-0.962256697432999	0.656810345197764	-0.423134122182933	2.64141932711221	0.9348266389035	-0.277872039129709	-1.33952226026102	0.877058790155991	1.17972839609979	-0.559834531238439	0.304558120011141	-0.0603057623403766	-0.358826823278895	-0.679478931914273	-0.333163425549041	-1.28945670733022	-0.801511787782951	0.446232177226372	-0.968494145351847
TAL1	-0.263108197739959	0.402007639534225	-0.890392671080603	-0.387072862157443	3.16921231861689	-1.18168101515075	0.49244246812057	-0.876816449001997	0.701774060928775	0.139609566295323	0.819781784538864	0.87208862050061	-0.500289164888647	-0.530512543823063	0.61466793092058	-0.439725222499747	-0.968758790018645	-1.1185257794717	-0.288502353284786	0.233800659661518
SPATA18	0.227741822355369	1.57811194172525	-0.710253002588774	1.02070947487696	0.518028999698251	0.416155749572636	-0.649565814815661	-0.0130398568944247	-0.580393661257187	0.213914130334744	-0.566712513271477	0.849185764679098	-1.24051960074583	-1.55263216994826	-1.06481429949817	-1.63375676007859	1.35989987103954	1.60109366775995	0.578043289615009	-0.35119703255843
PANK1	-1.24761531993251	0.632608586522783	-1.55686877467173	1.01479335215724	0.231650939634445	-1.45821556507367	0.332585966879021	0.788114797840044	-1.22847190988094	-1.81940448185041	0.0293980438338886	1.45002699598798	1.2961568577235	0.637346527857822	1.14663473378025	0.127694196274429	-0.2426200610658	0.0537907233540534	-0.453204242793229	0.265598633422836
TDRD9	1.02513694932562	0.281401161188798	0.490663776155552	-2.70726735792352	0.376123748761485	2.69765586947139	-0.860052138043869	-0.400980848730801	-0.163085315420537	0.409943443759971	-0.248641274511705	0.182815438552594	0.052421802433309	-0.633803237676471	0.514219263789874	-0.685418673876689	-0.169015172405725	-0.36276065436726	-0.330786880895539	0.531430100413518
PRICKLE2	0.38894776881909	-0.409144496153746	-0.970580645835618	-0.291325615583486	1.22819671996738	-0.249201599521246	-0.164801011186676	-1.3666880772499	1.0514676380563	0.794231542577414	-0.638281842386888	1.01941325263422	-0.394066894238193	1.68292525419313	-0.742020685825555	-1.79452375017777	0.772872298953479	-1.29729510555414	-0.0224854735022554	1.40236072201446
FAM83E	0.377797362413073	0.553227361674562	1.36567840393284	0.54636945024745	0.968871570992998	0.508572017793173	0.658140971727108	-1.60079873248189	1.05539244026248	0.0819866694995656	0.195379414006377	-1.60079873248189	-1.60079873248189	0.126521718087577	0.39656659352131	0.0891676365171823	-1.60079873248189	-1.60079873248189	0.64214587223363	0.438176179500152
DCN	0.262392554304768	-0.289444928604461	-0.0132528155827114	0.168460294115411	1.90616635879546	0.759567389742415	0.616284696235036	-1.67257806225348	1.15731222796245	1.33359098624306	-0.0565630264479643	-0.523062748398719	0.539757879609437	-1.10793223380842	-0.0842598504876112	-2.22788483832614	-0.614243338188797	-0.92542292992788	0.475046770377111	0.296065614641028
ATP7B	-1.90035533807691	-0.382487326462323	-1.92682731887518	0.5977798545104	-0.794856745909004	-1.24912701996184	1.2214717476576	0.17619580697869	-0.86793047281052	-0.774603477559462	0.262049840092397	0.440909903391814	1.39604744271335	1.19469947968864	0.840525882015281	1.06559716785515	0.0537280778994891	0.214068807514392	-0.273375401050353	0.706489090388413
SYT11	1.10803220591099	0.411539215586513	0.380237043138707	-0.534737231293943	1.78622551712652	0.634140377442101	0.605714536566115	-2.2853627194392	0.469940447874461	1.55226207794015	-0.162524407263851	-0.570613423791232	0.114252488963604	-1.16603076871916	0.223316757283801	-0.0425857554293256	-1.48204988026787	-1.16470374235046	0.16768590161182	-0.0447386408897497
NHSL2	0.263045160609257	0.704116547731831	-0.735396726619381	0.869495953826094	2.30854085514183	-0.18639039575824	0.249380293551033	-0.843017154331721	0.665658825642228	0.34218629387325	-0.395666140809222	0.0141664162115923	-0.186003349248127	-0.984033521489865	-0.0106215537848204	0.262858593576106	-2.25799443772324	1.6246274468009	-0.954375765854013	-0.750577341345508
EPHA4	-0.557989830993769	0.247061807592777	-1.50426658702482	0.851118771868832	2.9517116394738	0.229037605547516	0.520067376158372	-0.433493537191782	0.332985879417383	0.939660865741193	0.0937247517769411	-0.231983085351997	-0.547910163515524	-1.03803913886268	0.305266747185934	-0.250621971611172	-1.16498457827955	-1.02221882807531	0.972662830493038	-0.69179055434919
CPEB4	-0.159395627264486	-0.224584134661964	0.387922872240669	-2.17938713190791	-1.15664752654309	0.76412994769796	-0.200859346167175	0.651211158864116	-0.256925760562848	-1.41457929713987	0.0424318604775277	1.41987882539429	0.143756716228641	-1.09599588936328	0.961949434396252	1.74968189523924	1.27382216363408	0.31314533997179	-0.281900347548503	-0.737655152985444
LINC00629	1.235167956588	-0.792002446204505	-0.792002446204505	-0.792002446204505	1.52223208281842	1.03876602383707	1.03393146298675	-0.792002446204505	1.2021727488075	-0.792002446204505	-0.792002446204505	-0.792002446204505	1.26892712117785	-0.792002446204505	-0.792002446204505	-0.792002446204505	1.11316991766837	-0.792002446204505	-0.792002446204505	1.0896620405701
HMCN1	-0.398923385652122	-0.467770581984761	2.3955902063231	-1.28646954080062	1.18946184960798	0.375746029982	0.310674778632773	-0.953118523872308	1.59453397339397	0.841601929200651	0.398554625748886	0.262774515435661	-0.0824400204537064	-1.38267599763751	-0.298212246577809	-0.932556512061766	-0.00292513522004797	-1.41865180956034	0.307010553311655	-0.452204707815684
TMEM100	-0.428997310588536	-0.809505354806328	-0.854661021373244	0.618792358157581	1.18697830049227	-0.37413980214306	-0.58809846968917	-0.355893766359101	-0.104459799957593	0.87736949568386	1.23190211789737	2.13854875174512	-1.16932555447298	-0.487561125246112	-1.19666996810972	0.577356351729342	0.63670705489943	1.34496945576046	-1.28486140926079	-0.958450304358812
CPA4	-0.0350757858290642	-0.734160174426546	0.516973190247401	-0.407969661038115	0.580948782336082	1.40734680067712	-0.476839997816522	-0.277977177124557	-0.536471143400068	0.328062674311203	0.577047641052089	1.17704765894415	-0.426258940423415	-3.12261340875332	-0.649085908476368	0.899633308432828	0.440177761755708	1.32005187788085	-0.393881094269401	-0.186956404080056
ECM2	-0.866866507783296	0.0359466525153272	-1.28717786832376	0.870066739421645	0.712466433472314	-1.32822457982576	-0.749282097063823	1.20303397567678	-0.945033163113569	-0.784670240204845	1.04353997515096	1.64375738525268	-0.754680376117744	0.00396499823635598	0.408022334980486	0.936265629949323	0.316243019255845	1.33680108433186	-1.65338863240797	-0.14078476340281
MS4A4A	1.70365005494916	0.0467921244140157	-0.203191016541518	-1.02570013645096	2.02905757827721	0.71336454580526	0.00553808292488016	-0.246195986894122	0.069590887902571	0.0497581267057347	-0.105477816497125	-0.619790678234848	-0.266249207609815	-1.42693943555308	-2.1912995778226	0.482901110315272	0.612204322430996	1.36713317870739	-0.62368955720021	-0.371456599628183
KLRK1	1.39536709467145	0.47818410505543	-0.284780079635294	-2.68621341326155	0.472693323481235	0.363838620486486	-0.0654815991126791	0.408601311390978	0.246505708313288	0.104995104866758	0.565403823846591	0.332920025722869	0.750936699563073	-0.303949649381832	-0.0940009821185464	0.712438808174889	-0.124241298713194	0.273296313473778	-2.68621341326155	0.139699496437822
OTUD4	1.65341142407754	-0.771315661032394	0.558331551953522	0.244230244375835	0.0863239736103092	1.92075071764789	0.805037075911387	0.603767382841616	-1.13781783072685	0.536948582994274	-0.898217772966846	0.738358641018132	-0.0241615401367017	-1.66150164623528	-0.74136379370204	0.697766954489121	-0.951333083200278	-0.343617094376818	0.33454071791465	-1.65013884445712
KCNH7	0.373149089826384	0.0857277243201084	0.980262810489979	0.294144323280654	0.207690167667138	0.88443718689061	0.376457320767991	-1.37160824003248	1.70863079983855	0.500080311376694	-1.37160824003248	-1.37160824003248	0.282453851274178	0.203658931954068	1.30004602089136	0.380981795319362	-1.37160824003248	-1.37160824003248	-1.37160824003248	0.651929106297807
LEF1	0.747385099635528	-0.511928692544198	-0.217611589200258	-2.28787650109248	1.50798955641574	0.410300001100467	-0.130114917275906	-0.0190812657572766	-0.651137474493649	0.946817027495937	1.4695243114002	0.911745802802854	-0.133662762574576	-0.458023137235469	-1.66109939872748	0.907347703740312	0.612996632219253	0.366578160444987	-0.615187799608739	-1.19496075674524
HHIP-AS1	0.618119271721606	0.276238519826945	0.349806098364885	0.146172403685373	1.41257260101107	-1.82476853991618	0.621345144529377	-1.82476853991618	0.833764167026717	0.908033705846516	0.3377543250869	0.439841936902083	0.80268447301569	-1.82476853991618	-0.00420406929086346	0.354018481902302	0.308085626046984	-1.82476853991618	-0.0554327472476996	-0.0497257787631711
SCN2A	-0.205130555410043	-0.661896799755667	-1.32998932353588	-3.06552052198429	-0.215243923363504	-0.5928172404917	0.72470531302825	0.0546045999510584	1.64747447953355	-0.00351767653626035	-0.219195833677522	0.707374787288188	0.910545148145921	0.633099936966603	0.893175138822875	0.352226508968412	0.562863746527948	0.611023574077652	-0.406544250341547	-0.397237108214044
SHISA6	-0.234657589041767	0.888242758329888	-0.0404851944944636	0.968976054158528	1.19771755076568	-0.225940441415887	0.293087230815543	0.942124928462629	-1.53448413364458	-1.53448413364458	0.773990740741762	1.08661937382966	0.386891426415045	-1.53448413364458	0.404275325287611	-0.0952525503647496	-1.53448413364458	0.684428076026751	-1.53448413364458	0.642402978706686
MEF2A	0.390880592438721	0.00789454599417931	2.17405966609873	-0.573799277524213	1.70306919610685	-0.503345588449687	0.513081494416283	-0.0833683634678469	0.329982482554775	0.00873152289436482	-1.71148720939131	-0.503272228519288	0.565698917408721	-0.145716306706107	0.583644189098415	-0.0327206183044667	-2.37621196670937	-0.797835181649243	0.290445288443051	0.160268845267485
DCAF13P3	0.715158560375016	0.422861940340601	0.95366149419585	0.982778915208971	0.547043945739392	0.376208929702787	0.371025584457168	-1.46726283301594	-1.46726283301594	0.843949096676798	-1.46726283301594	0.7214190539908	-1.46726283301594	0.542943552449385	0.478223200931623	-1.46726283301594	0.455990012791867	0.748237675036386	0.644075036199	-1.46726283301594
PLAC8	1.32445478441869	-1.20048212311371	-0.819050213118215	-0.525895838237856	2.25440876139804	-1.59162236813649	-0.029837608420881	-0.981231784278463	0.322776930278611	1.21042510583941	1.02879003548044	-1.45963393426512	0.556740638362889	0.17707850660448	0.0392061364697454	-0.347392382315553	-0.446561942429083	-0.439941751499085	0.805053254319464	0.12271579264268
LRRC8C	0.769463295149485	0.647236308174066	1.14339806503652	-0.531390580409407	2.72194295517531	-0.553212017434931	-0.31453652729393	-1.1729692488702	0.297817773311507	0.437292684657517	0.557324658472779	0.871382616900983	-0.279128737124222	-1.14394923947609	0.440250587500811	0.017694291745919	-1.44246020488683	-1.09438927758366	-0.858672392680814	-0.513095010364833
ERLIN1	-0.0929280730456042	0.0232612656650071	-0.00216230402104886	1.87397301749609	0.164657324785923	-0.447228275733116	0.423073557614984	-0.035864491335408	-0.930306056487006	-2.05339912415258	-0.0828115442022118	0.275239562488224	0.619228245880443	1.66634804402381	0.738714424244727	-0.170469285573262	0.392315432173654	0.188753730083191	-2.44361399104664	-0.106781458859208
NRG3	-0.0284678709112943	-1.71194855629679	0.335982367856092	-0.104958191276846	0.43984417583154	0.311900302323487	0.230875019255281	-1.71194855629679	0.891192596156775	1.5848250854791	0.0854479240853277	-0.231431944008647	1.50566447981252	0.826065355287431	-0.0452818827141625	-1.71194855629679	0.312238822094285	-1.71194855629679	0.615098902228204	0.118799083688067
NAPSB	1.88563546741867	-0.672390104092097	-0.433312854821344	-2.09157310664743	0.590043773140788	-0.719473541239326	-0.566435346269175	-0.987651963125624	0.457153994092795	1.38585338734706	1.19358526374965	-0.931137378147061	0.775924035649959	0.163908255996465	-0.0357447886178355	0.491436122487388	-0.78059305220545	-0.800892013673816	1.29463442773055	-0.218970578774173
HTR2B	-0.5096311199785	-0.481867126434191	-1.05281297690347	-0.971768465426101	0.637740521908172	0.122931647432881	-0.21595780942391	0.033197780884141	-0.100854147510469	0.423388485514972	1.80417476841071	1.50632035727127	-0.427357241477815	-0.86432369000205	-2.08698870819208	-0.247956087336172	1.16544553027071	1.83696612351457	-0.407937175325668	-0.162710667196987
MYO10	0.714057237310685	-0.234921855094752	-0.60066399601091	-0.313684590599749	1.22257574998742	1.38923605055622	0.452634278865516	-0.726303520768923	-0.467866951522586	1.67755011922949	-0.529875185237448	-0.308325408179877	-0.429176996525648	-1.01883077589014	0.123705084228705	-0.406933961749398	-1.1487594900543	-1.32446508468184	2.39160468355745	-0.461555387419902
SLC16A2	-1.06568713027062	0.184317140327175	0.148626681398691	0.532915896222659	-0.296899715120365	-1.71339435016213	-1.48468366904115	0.644427761967233	-0.0803129008503127	-0.858572775634641	0.27964012283086	1.52576758505799	-0.241999692563711	1.11801825647388	-1.51167123302031	1.84881954964863	0.244483036058706	0.648942486171856	-0.747291044083876	0.824553994589404
PLG	-0.338322538763822	-0.3234470643744	-0.164724167093704	1.04423444822961	0.215461627970374	-2.23249587187234	0.375015744385523	0.651866247621648	-0.574250474718591	-1.91935958067103	0.394822705439391	0.969843263878105	0.636609058144958	0.473409000401034	0.534240441246924	0.829020185966954	0.729022800562549	0.595758488584685	-2.10375814737019	0.207053832432314
BTLA	1.21497839231437	0.44545445191593	-0.035536919781491	-0.215494799026635	0.744328196600211	0.145588786725505	0.100330895643707	-3.5741906890914	0.473678051010306	-0.0881538641721121	0.355143909495067	0.523121584288856	1.02211657216756	-0.563194834348526	-0.462940446847618	0.675904135416465	0.0508904824043283	0.218828947176867	-1.09455073123637	0.0636978793449836
